Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Cross-reference (Pfam)
P08456	PSS_YEAST	reviewed	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	CHO1 PSS PSS1 YER026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	276	PF01066;
P52593	NU188_YEAST	reviewed	Nucleoporin NUP188 (Nuclear pore protein NUP188)	NUP188 YML103C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1655	PF10487;PF18378;
P38041	BOB1_YEAST	reviewed	Protein BOB1 (BEM1-binding protein) (Growth inhibitory protein 7)	BOI1 BOB1 GIN7 YBL085W YBL0717	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	980	PF00169;PF07647;PF00018;
P40509	COPE_YEAST	reviewed	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)	SEC28 YIL076W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	296	
P39724	BOL3_YEAST	reviewed	BolA-like protein 3 (Altered inheritance of mitochondria protein 1)	BOL3 AIM1 YAL046C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118	PF01722;
P47127	AIM24_YEAST	reviewed	Altered inheritance of mitochondria protein 24, mitochondrial (Found in mitochondrial proteome protein 26)	AIM24 FMP26 YJR080C J1847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394	PF01987;
P53178	ALG13_YEAST	reviewed	UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)	ALG13 YGL047W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202	PF04101;
P38179	ALG3_YEAST	reviewed	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Asparagine-linked glycosylation protein 3) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase) (Dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase) (HM-1 killer toxin resistance protein)	ALG3 RHK1 YBL082C YBL0720	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	458	PF05208;
P40013	BIM1_YEAST	reviewed	Protein BIM1	BIM1 YER016W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344	PF03271;
P32794	AFG2_YEAST	reviewed	ATPase family gene 2 protein (EC 3.6.4.10) (Diazaborine resistance gene 1 protein)	AFG2 DRG1 YLR397C L8084.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	780	PF00004;PF17862;
P32457	CDC3_YEAST	reviewed	Cell division control protein 3	CDC3 YLR314C L8543.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520	PF00735;
P53746	FRE4_YEAST	reviewed	Ferric reductase transmembrane component 4 (EC 1.16.1.9) (Ferric-chelate reductase 4)	FRE4 YNR060W N3518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	719	PF08022;PF01794;PF08030;
P32435	MFAL2_YEAST	reviewed	Mating factor alpha-2 (Alpha-2 mating pheromone) [Cleaved into: Mating factor alpha; Mating factor alpha-like]	MF(ALPHA)2 MF-ALPHA-2 MFAL2 YGL089C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120	PF04648;PF05436;
P24719	MEK1_YEAST	reviewed	Meiosis-specific serine/threonine-protein kinase MEK1 (EC 2.7.11.1)	MEK1 MRE4 YOR351C O6357	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	497	PF00498;PF00069;
P23292	KC12_YEAST	reviewed	Casein kinase I homolog 2 (EC 2.7.11.1)	YCK2 CKI1 YNL154C N1755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546	PF00069;
P54070	KTR6_YEAST	reviewed	Mannosyltransferase KTR6 (EC 2.4.1.-) (Mannosylphosphate transferase MNN6)	KTR6 MNN6 YPL053C LPE19C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446	PF01793;
P00572	KTHY_YEAST	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	CDC8 YJR057W J1715	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216	PF02223;
P38157	MAL33_YEAST	reviewed	Maltose fermentation regulatory protein MAL33	MAL33 MAL3R YBR297W YBR2115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	468	PF04082;PF00172;
P14064	HAP4_YEAST	reviewed	Transcriptional activator HAP4	HAP4 YKL109W YKL465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554	PF10297;
P0CW40	MALX2_YEAST	reviewed	Oligo-1,6-glucosidase IMA3 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 3)	IMA3 YIL172C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	589	PF00128;
P53219	IMO32_YEAST	reviewed	Probable alcohol acetyltransferase (AAT) (EC 2.3.1.-) (Intermediate cleaved by mitochondrial octapeptidyl aminopeptidase protein 32)	IMO32 YGR031W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342	PF00561;
P40070	LSM4_YEAST	reviewed	U6 snRNA-associated Sm-like protein LSm4	LSM4 SDB23 USS1 YER112W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187	PF01423;
P53253	NNF2_YEAST	reviewed	Protein NNF2	NNF2 YGR089W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	936	
P28273	OPLA_YEAST	reviewed	5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)	OXP1 YKL215C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1286	PF05378;PF01968;PF02538;
P40007	NOP16_YEAST	reviewed	Nucleolar protein 16	NOP16 YER002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231	PF09420;
P53317	NOP19_YEAST	reviewed	Nucleolar protein 19	NOP19 YGR251W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196	PF10863;
P37838	NOP4_YEAST	reviewed	Nucleolar protein 4 (Nucleolar protein NOP77)	NOP4 NOP77 YPL043W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	685	PF00076;
P32499	NUP2_YEAST	reviewed	Nucleoporin NUP2 (Nuclear pore protein NUP2) (p95)	NUP2 YLR335W L8300.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	720	PF08911;PF00638;
P40368	NUP82_YEAST	reviewed	Nucleoporin NUP82 (Nuclear pore protein NUP82)	NUP82 YJL061W HRB187 J1135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713	
P39016	MPT5_YEAST	reviewed	Suppressor protein MPT5 (Protein HTR1) (Pumilio homology domain family member 5)	MPT5 HTR1 PUF5 YGL178W BIC834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	859	PF00806;
P10127	ADH4_YEAST	reviewed	Alcohol dehydrogenase 4 (EC 1.1.1.1) (Alcohol dehydrogenase IV) (ADHIV)	ADH4 ZRG5 YGL256W NRC465	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	382	PF00465;
P07251	ATPA_YEAST	reviewed	ATP synthase subunit alpha, mitochondrial	ATP1 YBL099W YBL0827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	545	PF00006;PF00306;PF02874;
P07347	ARD1_YEAST	reviewed	N-terminal acetyltransferase A complex catalytic subunit ARD1 (NatA complex subunit ARD1) (EC 2.3.1.255) (Arrest-defective protein 1)	ARD1 YHR013C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238	PF00583;
P31787	ACBP_YEAST	reviewed	Acyl-CoA-binding protein (ACBP)	ACB1 ACB YGR037C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	87	PF00887;
Q04433	FIT1_YEAST	reviewed	Facilitator of iron transport 1	FIT1 YDR534C D9719.37	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528	PF17357;
P32785	FMT_YEAST	reviewed	Methionyl-tRNA formyltransferase, mitochondrial (MtFMT) (EC 2.1.2.9)	FMT1 YBL013W YBL0311 YBL0313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401	PF00551;
Q06053	DUS3_YEAST	reviewed	tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (tRNA-dihydrouridine synthase 3)	DUS3 YLR401C L8084.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	668	PF01207;
Q08649	ESA1_YEAST	reviewed	Histone acetyltransferase ESA1 (EC 2.3.1.48)	ESA1 YOR244W O5257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445	PF01853;PF11717;PF17772;
P32480	HIR2_YEAST	reviewed	Protein HIR2 (Histone transcription regulator 2)	HIR2 YOR038C OR26.31	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	875	PF07569;
P10963	PCKA_YEAST	reviewed	Phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	PCK1 PEPC PPC1 YKR097W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	549	PF01293;
P36023	OAF3_YEAST	reviewed	Oleate activated transcription factor 3	OAF3 YKR064W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	863	PF00172;
Q03790	NUP53_YEAST	reviewed	Nucleoporin NUP53 (Nuclear pore protein NUP53)	NUP53 YMR153W YM8520.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	475	PF05172;
Q05166	NUP59_YEAST	reviewed	Nucleoporin ASM4 (Nuclear pore protein NUP59)	ASM4 NUP59 YDL088C D2420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528	PF05172;
P52891	NUP84_YEAST	reviewed	Nucleoporin NUP84 (Nuclear pore protein NUP84)	NUP84 YDL116W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	726	PF04121;
P39551	PRM9_YEAST	reviewed	Pheromone-regulated membrane protein 9 (DUP240 protein PRM9)	PRM9 YAR031W FUN58	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	PF00674;
P18409	MDM10_YEAST	reviewed	Mitochondrial distribution and morphology protein 10 (Mitochondrial inheritance component MDM10)	MDM10 YAL010C FUN37	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	493	PF12519;
Q92328	MDM12_YEAST	reviewed	Mitochondrial distribution and morphology protein 12 (Mitochondrial inheritance component MDM12)	MDM12 YOL009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	271	
P25605	ILV6_YEAST	reviewed	Acetolactate synthase small subunit, mitochondrial (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	ILV6 YCL009C YCL9C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309	PF01842;PF10369;
P07342	ILVB_YEAST	reviewed	Acetolactate synthase catalytic subunit, mitochondrial (EC 2.2.1.6) (Acetohydroxy-acid synthase catalytic subunit) (AHAS) (ALS)	ILV2 SMR1 YMR108W YM9718.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687	PF02775;PF00205;PF02776;
Q08179	MDM38_YEAST	reviewed	Mitochondrial distribution and morphology protein 38	MDM38 YOL027C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	573	PF07766;
Q12494	KCS1_YEAST	reviewed	Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (InsP6 kinase KCS1) (PKC1 suppressor protein 1)	KCS1 YDR017C PZF1050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1050	PF03770;
P34244	HSL1_YEAST	reviewed	Probable serine/threonine-protein kinase HSL1 (EC 2.7.11.1)	HSL1 YKL101W YKL453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1518	PF00069;
P53096	HOS2_YEAST	reviewed	Probable histone deacetylase HOS2 (EC 3.5.1.98)	HOS2 YGL194C G1330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452	PF00850;
P48570	HOSC_YEAST	reviewed	Homocitrate synthase, cytosolic isozyme (HCS) (EC 2.3.3.14)	LYS20 YDL182W D1298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428	PF00682;
P06774	HAP2_YEAST	reviewed	Transcriptional activator HAP2	HAP2 YGL237C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265	PF02045;
P47093	LSM8_YEAST	reviewed	U6 snRNA-associated Sm-like protein LSm8	LSM8 YJR022W J1464 YJR83.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	PF01423;
P53141	MLC1_YEAST	reviewed	Myosin light chain 1 (Calmodulin-like myosin light chain MLC1) (Myosin-2 light chain)	MLC1 YGL106W G3080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	149	PF13499;
P54784	ORC1_YEAST	reviewed	Origin recognition complex subunit 1 (Origin recognition complex 120 kDa subunit)	ORC1 YML065W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	914	PF00004;PF17872;PF01426;
P38742	NPR3_YEAST	reviewed	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	NPR3 RMD11 YHL023C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1146	PF03666;
P53224	ORM1_YEAST	reviewed	Protein ORM1	ORM1 YGR038W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222	PF04061;
Q06144	ORM2_YEAST	reviewed	Protein ORM2	ORM2 YLR350W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216	PF04061;
P20967	ODO1_YEAST	reviewed	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	KGD1 OGD1 YIL125W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1014	PF16078;PF00676;PF16870;PF02779;
Q12335	PST2_YEAST	reviewed	Protoplast secreted protein 2	PST2 YDR032C D3422 YD9673.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198	PF03358;
P38122	PANB_YEAST	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Extracellular matrix protein 31) (Ketopantoate hydroxymethyltransferase)	ECM31 YBR176W YBR1238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312	PF02548;
P12695	ODP2_YEAST	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	LAT1 ODP2 PDA2 YNL071W N2374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	482	PF00198;PF00364;PF02817;
P53604	MSO1_YEAST	reviewed	Protein MSO1	MSO1 YNR049C N3457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210	PF14475;
Q08920	NCBP2_YEAST	reviewed	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	CBC2 CBP20 MUD13 SAE1 YPL178W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	208	PF00076;
P40549	MNT3_YEAST	reviewed	Alpha-1,3-mannosyltransferase MNT3 (EC 2.4.1.-)	MNT3 YIL014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630	PF11051;
P47083	MPP10_YEAST	reviewed	U3 small nucleolar RNA-associated protein MPP10 (U3 snoRNA-associated protein MPP10) (M phase phosphoprotein 10)	MPP10 YJR002W J1411 YJR83.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	593	PF04006;
Q06389	NCS1_YEAST	reviewed	Calcium-binding protein NCS-1	FRQ1 NCS1 YDR373W D9481.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190	PF13499;
Q06287	NEP1_YEAST	reviewed	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.260) (18S rRNA (pseudouridine(1189)-N1)-methyltransferase) (18S rRNA Psi1189 methyltransferase) (Essential for mitotic growth protein 1) (Nucleolar essential protein 1)	EMG1 NEP1 YLR186W L9470.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	252	PF03587;
P50896	PSP1_YEAST	reviewed	Protein PSP1 (Growth inhibitory protein 5) (Polymerase suppressor protein 1)	PSP1 GIN5 YDR505C D9719.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	841	PF04468;
Q02046	MTD1_YEAST	reviewed	Methylenetetrahydrofolate dehydrogenase [NAD(+)] (EC 1.5.1.15)	MTD1 YKR080W YKR400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320	PF00763;PF02882;
P36060	MCR1_YEAST	reviewed	NADH-cytochrome b5 reductase 2 (EC 1.6.2.2) (Mitochondrial cytochrome b reductase) (p34/p32) [Cleaved into: NADH-cytochrome b5 reductase p34 form; NADH-cytochrome b5 reductase p32 form]	MCR1 YKL150W YKL605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	302	PF00970;PF00175;
P16523	MER1_YEAST	reviewed	Meiotic recombination 1 protein	MER1 YNL210W N1330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	270	PF00013;
P12684	HMDH2_YEAST	reviewed	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 (HMG-CoA reductase 2) (EC 1.1.1.34)	HMG2 YLR450W L9324.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1045	PF00368;PF13323;PF12349;
Q12271	INP53_YEAST	reviewed	Polyphosphatidylinositol phosphatase INP53 (Suppressor of PMA1 protein 2) (Synaptojanin-like protein 3) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]	INP53 SJL3 SOP2 YOR109W YOR3231w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1107	PF03372;PF02383;
P53846	LTO1_YEAST	reviewed	Protein LTO1 (LTO1 family protein YNL260C)	LTO1 YNL260C N0838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162	PF09811;
P01094	IPA3_YEAST	reviewed	Protease A inhibitor 3 (Proteinase inhibitor I(A)3) (Proteinase yscA-inhibitor) (Saccharopepsin inhibitor)	PAI3 YMR174C YM8010.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68	PF10466;
P53259	PCP1_YEAST	reviewed	Rhomboid protein 1, mitochondrial (EC 3.4.21.105) (Mitochondrial distribution and morphology protein 37) (Processing of cytochrome c peroxidase protein 1)	PCP1 MDM37 RBD1 UGO2 YGR101W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346	PF01694;
Q06668	OMS1_YEAST	reviewed	Methyltransferase OMS1, mitochondrial (EC 2.1.1.-) (OXA1 multicopy suppressor 1)	OMS1 YDR316W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471	
P27801	PEP3_YEAST	reviewed	Vacuolar membrane protein PEP3 (Carboxypeptidase Y-deficient protein 3) (Vacuolar morphogenesis protein 8) (Vacuolar protein sorting-associated protein 18) (Vacuolar protein-targeting protein 18)	PEP3 VAM8 VPS18 VPT18 YLR148W L9634.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	918	PF00637;PF05131;
P53742	NOG2_YEAST	reviewed	Nucleolar GTP-binding protein 2	NOG2 YNR053C N3484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486	PF01926;PF08153;
P40303	PSA4_YEAST	reviewed	Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit PRE6) (Multicatalytic endopeptidase complex subunit PRE6) (Proteasome component PRE6) (Proteinase YSCE subunit PRE6)	PRE6 YOL038W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254	PF00227;PF10584;
A0A023PZI1	OPI11_YEAST	reviewed	Putative uncharacterized protein OPI11 (Overproducer of inositol protein 11)	OPI11 YPR044C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	
P40960	PAC11_YEAST	reviewed	WD repeat-containing protein PAC11	PAC11 YDR488C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533	
P39937	PAC2_YEAST	reviewed	Protein PAC2	PAC2 YER007W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518	PF01302;PF13516;
P54199	MPS1_YEAST	reviewed	Serine/threonine-protein kinase MPS1 (EC 2.7.12.2) (Monopolar spindle protein 1) (Regulatory cell proliferation kinase 1)	MPS1 RPK1 YDL028C D2785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764	PF00069;
P25625	PER1_YEAST	reviewed	Protein PER1 (Protein processing in the ER protein 1)	PER1 COS16 YCR044C YCR44C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357	PF04080;
P38881	NVJ1_YEAST	reviewed	Nucleus-vacuole junction protein 1	NVJ1 VAB36 YHR195W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321	
P42946	PRM10_YEAST	reviewed	Pheromone-regulated membrane protein 10	PRM10 YJL108C J0811	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383	PF06738;PF12821;
Q08214	NTH2_YEAST	reviewed	Endonuclease III homolog 2 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase 2) (DNA glycosylase/AP lyase 2) (Endonuclease III-like glycosylase 2) (Redoxyendonuclease 2)	NTG2 SCR2 YOL043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	380	PF00730;
Q04705	PRM6_YEAST	reviewed	Pheromone-regulated membrane protein 6	PRM6 YML047C YM9827.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	352	PF16944;
P25353	NPP1_YEAST	reviewed	Ectonucleotide pyrophosphatase/phosphodiesterase 1 (E-NPP 1) [Includes: Alkaline phosphodiesterase 1 (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	NPP1 YCR026C YCR246 YCR26C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	742	PF01663;
P31755	OCH1_YEAST	reviewed	Initiation-specific alpha-1,6-mannosyltransferase (EC 2.4.1.232) (Outer chain elongation protein 1)	OCH1 NGD29 YGL038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	480	PF04488;
P39683	NPT1_YEAST	reviewed	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)	NPT1 YOR209C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	429	PF04095;PF17767;
P53900	PFD4_YEAST	reviewed	Prefoldin subunit 4 (Genes involved in microtubule biogenesis protein 3) (Gim complex subunit 3) (GimC subunit 3)	GIM3 PFD4 YNL153C N1761	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129	PF01920;
P35845	OSH1_YEAST	reviewed	Oxysterol-binding protein homolog 1	SWH1 OSH1 YAR042W YAR044W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1188	PF01237;PF00169;
Q12451	OSH2_YEAST	reviewed	Oxysterol-binding protein homolog 2	OSH2 YDL019C D2845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1283	PF00023;PF01237;PF00169;
P38713	OSH3_YEAST	reviewed	Oxysterol-binding protein homolog 3	OSH3 YHR073W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	996	PF01237;PF15409;
Q03723	OST6_YEAST	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST6 (Oligosaccharyl transferase subunit OST6) (Oligosaccharyl transferase 37 kDa subunit) (OTase 37 kDa subunit)	OST6 YML019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	332	PF04756;
